,Наименование ДП,Нематериальные активы,Основные средства,Внеоборотные активы,Дебиторская задолженность,Оборотные активы,Уставный капитал,Капитал и резервы,Заёмные средства (долгосрочные),Долгосрочные обязательства,Заёмные средства (краткосрочные),Кредиторская задолженность,Краткосрочные обязательства,Выручка,Себестоимость продаж,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи
241,390,0.0,25308917.19745223,32792993.63057325,46719108.28025477,114849044.5859873,5095.541401273885,34265605.0955414,6436305.732484076,6436305.732484076,0.0,106940127.388535,106940127.388535,206498726.1146497,199394904.4585987,6140764.33121019,7103821.656050955
242,391,0.0,146106369.4267516,146317834.3949045,89571974.52229299,295944585.9872611,38216560.50955414,110315286.6242038,2915923.566878981,90065605.0955414,119107643.3121019,122773248.4076433,241880891.7197452,862524840.7643312,671357961.7834395,15330573.24840764,19438853.50318471
243,392,19677707.00636943,57533121.01910828,78611464.96815287,123271337.5796178,293158598.7261146,4970700.636942675,93205732.48407644,0.0,1595541.401273885,206719745.2229299,70249044.58598725,276968789.8089172,1141091719.745223,1020819745.22293,26091719.74522293,57919108.28025477
244,400,40127.38853503185,1091626751.592357,1104475159.235669,107406369.4267516,1336152866.242038,86273885.35031846,576018471.3375796,657763694.2675159,733590445.8598726,0.0,1055854777.070064,1131019108.280255,2261407006.369427,1994111464.968153,53289808.91719745,114927388.5350318
245,401,636.9426751592356,470348407.6433121,484185350.3184713,5393995541.401274,6905472611.464968,1873885.350318471,381092993.6305732,122615286.6242038,383616560.5095541,127944585.9872611,6436675159.235668,6624948407.643312,3886661146.496815,3336728025.477707,62700000.0,431875796.178344
246,402,0.0,584713.3757961784,584713.3757961784,10638853.50318471,25496178.34394904,0.0,18113375.79617834,0.0,0.0,2305732.484076433,5661783.439490446,7967515.923566879,93543949.044586,92880891.71974522,352866.2420382166,663057.3248407643
247,403,118471.3375796178,15385987.2611465,15504458.59872611,10814012.7388535,42987898.08917198,6369.426751592357,15915923.56687898,37723566.87898089,37723566.87898089,775796.178343949,4077070.063694268,4852866.242038216,269291719.7452229,256682165.6050955,2576433.121019108,2803184.713375796
248,404,0.0,239901910.8280255,242264968.1528662,809415286.6242038,1121878343.949044,640127.3885350318,191190445.8598726,0.0,9554.140127388537,426449681.5286624,739839490.4458598,1172943312.101911,3279749681.528662,2956620382.165605,120715286.6242038,133868789.8089172
249,406,0.0,20202547.77070064,20202547.77070064,7826114.649681528,204594267.5159236,6369.426751592357,129373885.3503185,28991719.74522293,29017197.4522293,12381528.66242038,54023566.87898089,66405095.54140127,552895541.4012738,476771974.522293,44629299.36305732,45850955.41401274
250,409,0.0,60560509.55414013,60560509.55414013,119266242.0382166,212471974.522293,1592356.687898089,157464331.2101911,0.0,0.0,0.0,115568152.866242,115568152.866242,606450955.4140127,520421019.1082802,97973248.4076433,86029936.30573247
251,410,0.0,1501273.885350318,1501273.885350318,2714012.738853503,10731847.13375796,6369.426751592357,11059235.66878981,0.0,12101.91082802548,828025.4777070064,333757.9617834395,1161783.439490446,39541401.27388535,31012738.85350318,1513375.796178344,1587898.089171974
252,412,39961146.49681529,1522063694.267516,2507298726.11465,6791634394.904458,11212429936.30573,544114012.7388535,2040918471.337579,0.0,1523977707.006369,0.0,9364028662.420382,10154832484.07643,4208788535.031847,3171461146.496815,604240127.388535,710263694.2675159
253,413,370063.6942675159,883425477.7070063,2526487261.146497,24273637579.61783,35624659872.61147,1821656.050955414,2668912738.853503,1315210828.025478,1849743949.044586,9310786624.20382,23865132484.07643,33632490445.85987,33794053503.18471,32772647133.75796,31230573.24840764,-172945222.9299363
254,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,415,0.0,950318.4713375797,2780891.719745223,137345222.9299363,249828025.477707,6369.426751592357,196059235.6687898,0.0,176433.1210191083,0.0,54072611.46496815,56373248.40764331,1261279617.834395,1129417834.394904,51273885.35031847,53720382.16560509
256,418,0.0,4524203.821656051,4524203.821656051,1617197.452229299,14173248.40764331,0.0,7515923.566878981,4291719.74522293,4291719.74522293,15923.56687898089,6714649.681528662,6889808.917197452,49473885.35031847,49340764.33121019,1062420.382165605,133121.0191082802
257,420,0.0,4382165.605095541,4382165.605095541,16227388.53503185,65066242.03821656,6369.426751592357,5590445.859872611,12504458.59872611,12504458.59872611,0.0,51353503.18471337,51353503.18471337,93242038.21656051,79735031.84713376,836305.7324840764,2086624.203821656
258,421,2547.770700636942,2283439.49044586,3015923.566878981,140727388.5350319,156536942.6751592,5095.541401273885,149833757.9617834,0.0,75159.2356687898,0.0,6756687.898089171,9643949.044585986,194715923.566879,180328025.477707,13610191.08280255,13386624.20382166
259,423,0.0,1205245859.872612,1215504458.598726,87363057.32484075,901059235.6687896,636942675.1592356,1315837579.617834,750873248.4076433,751090445.8598726,0.0,43963694.26751592,49635031.84713376,581123566.8789809,575047133.7579618,-222021656.0509554,-9158598.72611465
260,424,0.0,2416991719.745223,2418266242.038217,2817606369.426752,3555416560.509554,326114649.6815286,868582802.5477706,750580891.7197452,803908917.1974522,447002547.7707006,3854188535.031847,4301191082.802547,14503341401.27389,13850901273.88535,197578343.9490446,591966242.0382166
261,427,0.0,156556687.8980892,190944585.9872611,41754777.0700637,129149044.5859873,17673885.35031847,69864331.21019109,143777070.0636943,149550318.4713376,17294904.45859873,78262420.3821656,100678980.8917197,376805095.5414013,290026114.6496815,7464331.210191082,18603821.65605095
262,430,0.0,97573248.4076433,105607643.3121019,118647133.7579618,618533121.0191083,1239490.445859873,81016560.50955413,0.0,24334394.9044586,174959872.6114649,443829936.3057325,618789808.9171975,713528662.4203821,711415923.5668789,5895541.401273885,2106369.426751592
263,431,0.0,25728025.47770701,25728025.47770701,40886624.20382165,112014012.7388535,127388.5350318471,35444585.98726115,0.0,0.0,843949.0445859872,101453503.1847134,102297452.2292994,453022929.9363057,317771337.5796178,18552229.29936306,21535668.78980892
264,432,1145222.929936306,37532484.07643312,44701273.88535032,219294904.4585987,377575159.2356688,6369.426751592357,70371974.52229299,114649681.5286624,123555414.0127389,9937579.617834397,140401910.8280255,228349044.5859872,778512738.8535031,614664331.210191,33879617.8343949,30607006.36942675
265,433,0.0,13858598.72611465,13858598.72611465,877359235.6687897,1178007643.312102,63694.26751592357,569685350.3184713,0.0,0.0,150318.4713375796,622030573.2484076,622180891.7197452,2494428025.477707,2068369426.751592,321475796.178344,250552866.2420382
266,434,0.0,530668789.8089172,578085987.2611464,69199363.05732484,228242675.1592357,3821656.050955414,742791082.8025477,0.0,6916560.50955414,12949681.52866242,39005095.54140127,56621019.10828025,556728025.477707,393552866.2420382,131872611.4649681,135323566.8789809
267,437,0.0,600636.9426751592,603184.7133757961,13796178.34394904,142495541.4012739,191082.8025477707,62761146.49681529,0.0,384076.4331210191,19007006.36942675,60945859.87261146,79952866.24203822,251659872.6114649,227812101.910828,4479617.834394904,6071974.522292993
268,438,0.0,2355414.012738853,2355414.012738853,16971974.52229299,68251592.35668789,0.0,22301273.88535032,2999363.057324841,3008917.197452229,127388.5350318471,45169426.75159235,45296815.2866242,55969426.75159235,47702547.77070063,12084713.37579618,8266878.980891719
269,439,0.0,22909554.14012739,22970700.63694267,73801273.88535032,200122292.9936306,0.0,35038216.56050956,141622929.9363057,151704458.5987261,3821.656050955414,36347133.75796178,36350955.41401274,565964968.1528662,562965605.0955414,3163057.324840764,2999363.057324841
270,441,879399363.0573248,40409223566.87898,63079342038.21656,34325700000.0,40260000000.0,10170063.69426752,94951121019.10828,0.0,2388113375.796178,1808199363.057325,3655468152.866242,6000107643.312101,38126110191.0828,12583184076.43312,19492629936.30573,21984331847.13376
271,444,1352229.299363057,170411464.9681529,197343949.044586,60203821.65605095,276321019.1082802,3375796.178343949,-96717197.45222928,483942038.2165605,484284713.3757961,598089.1719745223,76733757.96178344,86097452.22929937,719210191.0828025,491021019.1082802,-74436942.67515923,55678343.94904459
272,445,0.0,273318471.3375796,279794904.4585987,554398089.1719745,953470700.6369426,127388.5350318471,404837579.6178344,110191.0828025478,25094267.51592357,402770063.6942675,378546496.8152866,803334394.9044585,1740530573.248408,1338171337.579618,251882165.6050955,226524203.821656
273,447,0.0,6259235.668789809,6280254.777070063,5437579.617834395,19430573.24840764,0.0,5122929.936305732,10088535.03184713,10312738.85350318,7777070.063694268,2498089.171974522,10275159.23566879,53327388.53503185,51674522.29299363,821019.1082802548,1652866.242038216
274,448,38853.50318471337,454218471.3375796,471324840.7643312,1631052866.242038,3932350318.471337,318471.3375796178,1804331210.191083,0.0,50272611.46496815,411851592.3566879,2102069426.751592,2549071337.579618,8379533757.961783,6403919745.22293,382771974.522293,816778343.9490446
275,451,36305.73248407643,8687261.146496816,10038853.50318471,84527388.53503184,179074522.2929936,6369.426751592357,158202547.7707006,0.0,51592.35668789809,0.0,29663694.26751592,30859872.61146497,425058598.7261146,301804458.5987261,63337579.61783439,64617834.39490446
276,452,27388.53503184713,3098726.114649681,3126751.592356688,68701273.88535032,137438853.5031847,6369.426751592357,10861783.43949044,61146.49681528662,1126114.649681529,397452.229299363,128179617.8343949,128577070.0636943,491715923.566879,458620382.1656051,6725477.707006369,5870063.694267516
277,453,0.0,1867708917.197452,1869365605.095541,165394904.4585987,1002133121.019108,289490445.8598726,826981528.6624204,1700318471.337579,1701262420.382165,158084713.3757962,173392993.6305732,343254777.0700637,1104342675.159236,903342038.2165604,-137502547.7707006,25380254.77707006
278,454,0.0,5267515.923566879,440672611.4649681,254602547.7707006,298610828.0254777,2229299.363057325,478856687.8980892,0.0,0.0,0.0,260426751.5923567,260426751.5923567,4084478343.949044,3572818471.337579,473007006.3694267,473079617.8343949
279,455,0.0,340681401273.8853,353834789171.9745,8240908280.254777,11723839490.44586,10175738853.50318,88591431847.13376,261021749681.5287,263170107006.3694,0.0,13674061146.49681,13797089808.9172,0.0,0.0,-36893397452.2293,0.0
280,457,0.0,17289808.91719745,17289808.91719745,12922292.99363057,20884076.43312102,0.0,2100636.942675159,15178343.94904459,15470063.69426752,0.0,20603821.65605095,20603821.65605095,222457324.8407643,221449044.5859872,826751.5923566879,1008280.25477707
281,458,0.0,2898464331.210191,3238336942.675159,5106519745.22293,12399452866.24204,392212101.910828,2399535031.847134,0.0,318809554.1401274,1923566878.980892,10500282165.60509,12919445222.92994,20005824203.82166,19356125477.707,55602547.77070063,274677707.0063694
282,459,0.0,1466878.98089172,1466878.98089172,91022929.93630572,148889171.9745223,6369.426751592357,11740764.33121019,0.0,956687.898089172,61424203.82165605,72367515.92356688,137658598.7261146,272057961.7834395,249163694.2675159,5809554.140127389,6429936.305732484
283,460,0.0,6793630.573248408,6793630.573248408,30924203.82165605,65041401.27388535,0.0,7109554.140127388,0.0,1512101.910828025,44585987.26114649,18627388.53503185,63213375.79617834,442321656.0509554,435077707.0063694,4183439.49044586,7243949.044585987
284,461,104458.5987261147,10704458.59872611,10808917.19745223,11603184.7133758,56222292.99363057,6369.426751592357,17915286.62420382,0.0,2164331.210191083,0.0,46951592.3566879,46951592.3566879,292616560.5095541,237659872.6114649,33742038.21656051,30255414.01273885
285,465,0.0,1014649.681528662,1014649.681528662,2859872.611464968,18636942.67515923,6369.426751592357,4631847.133757962,5254777.070063694,5254777.070063694,0.0,9764968.152866242,9764968.152866242,53215923.56687898,45891082.80254777,2745859.872611465,4526751.592356687
286,466,0.0,3073885.350318471,3081528.662420382,16094267.51592357,23378980.89171974,0.0,5561783.439490446,6209554.140127388,6242038.216560509,2351592.356687898,12305732.48407643,14657324.84076433,64406369.42675159,62493630.57324841,792356.6878980892,1912738.853503185
287,467,0.0,62420.38216560509,104458.5987261147,13821019.10828025,19715286.62420382,6369.426751592357,3589808.917197452,797452.229299363,797452.229299363,0.0,15433121.01910828,15433121.01910828,79673248.4076433,63248407.6433121,2901273.885350318,4180891.719745223
288,468,0.0,9552229.299363056,9552229.299363056,11084076.43312102,14898089.17197452,6369.426751592357,9589808.917197453,0.0,5355414.012738854,12738.85350318471,9491719.74522293,9504458.598726114,137871337.5796178,123209554.1401274,6543312.101910828,5357961.78343949
289,469,0.0,452866.2420382166,452866.2420382166,21919108.28025478,47245859.87261146,0.0,3001273.885350318,8257961.78343949,8257961.78343949,0.0,36439490.44585987,36439490.44585987,280147770.7006369,290249044.5859873,2192993.630573248,-10101273.88535032
290,470,1636544585.987261,37287607643.3121,39529255414.01274,6815079617.834394,10955790445.85987,640342038.2165605,20333793630.57325,0.0,1117438216.560509,12567169426.75159,15948404458.59873,29033814012.73885,25201396178.34395,21257133121.01911,2713152229.299363,2728396178.343949
291,471,0.0,7856050.955414012,7856050.955414012,22030573.24840764,89101910.82802548,6369.426751592357,46119745.22292993,0.0,0.0,0.0,50838216.56050956,50838216.56050956,709873885.3503184,555521656.0509554,128672611.4649681,128019745.2229299
292,473,0.0,158375159.2356688,163478343.9490446,16334947770.70064,29033553503.18471,4713375.796178344,1851708917.197452,0.0,63972611.46496815,1624544585.987261,25656805732.48407,27281350318.47134,28119503184.71338,25058405732.48407,988203821.6560508,1811054777.070064
293,477,0.0,22320382.16560509,22336305.73248408,37251592.3566879,56915286.62420382,63694.26751592357,7155414.012738853,16064331.21019108,16064331.21019108,-401273.8853503185,55664968.15286624,56031847.13375796,9181528.662420385,3648407.643312102,-9984076.433121018,1692356.687898089
294,478,57324.84076433121,359686624.2038217,384756050.955414,251838216.5605095,866913375.7961783,10191.08280254777,419053503.1847134,509554140.1273885,511240127.388535,0.0,315897452.2292994,321375796.178344,2788091082.802547,2354508917.197452,63820382.16560509,102650955.4140127
295,481,0.0,306369.4267515924,1976285987.261146,370554140.1273885,518273248.4076433,6369.426751592357,43587898.08917198,1500636942.675159,1581571337.579618,473885350.3184713,391526114.6496815,869400000.0,3688662420.382165,3483531210.191082,8213375.796178344,124133757.9617834
296,482,0.0,14025477.70700637,14041401.27388535,496765605.0955414,880619745.22293,32484076.43312102,597638216.5605096,49274522.29299363,53438216.56050956,0.0,243584713.3757962,243584713.3757962,2692879617.834395,2416539490.44586,34038853.50318471,160901910.8280255
297,483,0.0,7550955.414012739,7550955.414012739,36138853.50318471,59644585.98726115,0.0,8517834.394904459,0.0,4438853.503184713,442038.2165605095,53796815.2866242,54238853.50318471,131887261.1464968,130528662.4203822,1177707.006369427,1358598.72611465
298,485,0.0,217197.4522292993,721019.1082802548,87349044.58598725,196538216.5605095,6369.426751592357,1059872.611464968,73549681.52866241,73582802.5477707,10483439.49044586,112133121.0191083,122616560.5095541,230633121.0191083,205343312.1019108,378343.949044586,11531210.1910828
299,488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,489,2385987.261146497,46342038.21656051,54977070.06369427,363191082.8025478,486468152.866242,31847133.75796178,168826114.6496815,0.0,5473885.350318471,0.0,270800636.9426752,367145222.9299363,1979538853.503185,1713019745.22293,254517834.3949044,260880254.77707
301,494,0.0,31363694.26751592,33089171.97452229,162523566.8789809,442873885.3503184,6369.426751592357,-152229.2993630573,0.0,2431210.191082803,101315286.6242038,372369426.7515923,473684713.3757961,869807643.3121018,825483439.4904459,1995541.401273885,-46517834.39490446
302,496,0.0,14472611.46496815,14472611.46496815,9671974.522292994,14376433.12101911,0.0,16836305.73248408,2058598.72611465,2058598.72611465,3364968.152866242,6589171.974522293,9954140.127388537,107973248.4076433,93252866.24203822,14650318.47133758,14720382.16560509
303,497,0.0,2081528.662420382,2081528.662420382,37026114.64968153,57066242.03821656,0.0,31155414.01273885,0.0,0.0,549681.5286624203,27442038.21656051,27991719.74522293,156153503.1847134,138836942.6751592,0.0,17316560.50955414
304,499,0.0,1974673885.350318,3605808280.254777,141647770.7006369,493984713.3757961,2133757961.783439,1152359235.66879,2256883439.490446,2821590445.859872,0.0,124941401.2738853,125843312.1019108,262987261.1464968,395252229.299363,-214685350.3184713,-155790445.8598726
305,500,125663694.2675159,2630314649.681529,3091200636.942675,457100636.9426751,1509117197.452229,573248407.6433121,3708375796.178344,0.0,546765605.0955414,0.0,341987898.0891719,345175796.178344,2409338853.503185,898570700.6369426,1258000000.0,1166308917.197452
306,502,133757.9617834395,9550255414.01274,15112379617.83439,811608280.2547771,1944866242.038217,10828.02547770701,1096794267.515924,14911933757.96178,15052597452.2293,17484076.43312102,870690445.8598726,907854140.1273884,1290525477.707006,1371458598.726115,-720812101.910828,-249008280.2547771
307,503,320138216.5605096,106722292.9936306,430190445.8598726,856703821.6560509,1822234394.904459,12738.85350318471,867213375.7961783,0.0,2185987.261146497,680037579.6178343,666610828.0254776,1383024840.764331,3688731210.191082,2255649681.528662,225880254.77707,417936305.732484
308,504,0.0,65194267.51592357,65194267.51592357,595538216.5605096,1037580891.719745,6369.426751592357,286240127.388535,0.0,45461146.49681529,0.0,768438853.5031847,771073248.4076433,3938829299.363057,3781258598.726114,143752229.299363,157570700.6369427
309,505,0.0,58040127.38853503,58040127.38853503,591359235.6687897,997266242.0382164,6369.426751592357,245683439.4904459,0.0,75796.17834394904,0.0,806754140.1273885,809547770.7006369,3343198726.11465,3188198089.171974,156912101.910828,155000636.9426751
310,506,0.0,1836942.675159235,8800636.942675158,8928662.420382164,64044585.98726115,636942.6751592356,11917834.39490446,8980891.719745222,9015286.624203822,4259872.611464968,47578343.94904459,51912101.91082802,778242038.2165605,762082165.6050955,7778980.891719745,10839490.44585987
311,507,0.0,0.0,0.0,14417834.39490446,235873885.3503185,6369.426751592357,7463694.267515923,0.0,0.0,18525477.70700637,209884713.3757962,228410191.0828025,291500636.9426752,271274522.2929936,1626751.592356688,2624203.821656051
312,508,124203.8216560509,159227388.5350319,164338853.5031847,98789808.91719744,186470063.6942675,3184713.375796178,15143312.10191083,214968152.866242,215084076.433121,12223566.87898089,108357961.7834395,120581528.6624204,341468152.8662421,263243312.1019108,-15970700.63694268,-9494904.458598724
313,511,17115923.56687898,146089808.9171974,382780254.77707,6157075159.235668,8005764968.152866,63694.26751592357,457798089.1719745,0.0,4931391082.802547,0.0,1783840764.33121,2999356687.898089,3139102547.7707,2708180891.719745,119610191.0828025,93727388.53503184
314,513,178343.949044586,19326751.59235669,21070700.63694267,172468152.866242,587824203.821656,127394904.4585987,229652866.2420382,0.0,107643.3121019108,63980891.71974522,311218471.3375796,379135031.8471338,2150491082.802547,2080673248.407643,48604458.59872612,17230573.24840764
315,514,0.0,8498726.114649681,8843949.044585986,366485987.2611465,454124203.821656,6369.426751592357,4161783.439490446,223566878.9808917,223566878.9808917,18091719.74522293,207185987.2611465,235239490.4458598,1377973885.350318,1289526114.649682,2607006.369426752,5007006.369426752
316,515,0.0,19392993.63057325,270373885.3503184,289053503.1847134,455054140.1273885,19108.28025477707,518203184.7133757,0.0,0.0,0.0,201575159.2356688,207224840.7643312,879731847.133758,556928662.4203821,358156687.8980892,290494904.4585987
317,516,0.0,433116560.5095541,438107006.3694267,12401273.88535032,124578980.8917197,24394904.45859873,215198726.1146497,343949044.5859873,343994267.5159236,1992993.630573248,1170063.694267516,3492993.630573248,138157324.8407643,195834394.9044586,-168485987.2611465,-90491082.80254775
318,519,0.0,1008917.197452229,1008917.197452229,13432484.07643312,113491719.7452229,0.0,6280254.777070063,13907006.36942675,13907006.36942675,3073248.407643312,91240127.38853502,94313375.79617834,112234394.9044586,107609554.1401274,3303184.713375796,4624840.76433121
319,520,0.0,23177332484.07643,24557633757.96178,995194904.4585989,1119075159.235669,20957961783.43949,20678185350.31847,0.0,54875796.17834394,0.0,4931035031.847134,4943647770.700637,0.0,0.0,-116757961.7834395,0.0
320,522,0.0,15686624.20382166,15872611.46496815,63279617.8343949,131066878.9808917,0.0,11801273.88535032,0.0,0.0,0.0,134908280.2547771,135138216.5605096,368919108.2802548,362431210.1910828,4008280.25477707,6487898.089171974
321,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,525,0.0,6795541.401273885,6795541.401273885,25291719.74522293,42541401.27388535,12738.85350318471,4296815.286624203,894904.4585987261,2063694.267515924,80254.77707006369,42896178.34394904,42976433.12101911,33999363.05732484,24531847.13375796,4284076.433121019,8932484.07643312
323,527,6369.426751592357,80523566.87898089,94526114.64968152,59410191.08280255,368010191.0828025,240643312.1019108,354333121.0191083,0.0,163057.3248407643,0.0,93568789.8089172,108040127.388535,994410828.0254776,844820382.1656051,28351592.3566879,26442038.21656051
324,528,880254.7770700636,2709879617.834395,18117602547.7707,29885529299.36306,87097533757.96178,25165605.0955414,10576385987.26115,12738853503.18471,22066085350.31847,36290653503.18472,35163812101.91083,72572664968.15286,12615396178.34395,12394487898.08917,-938836942.6751592,-748519745.22293
